60	medium	npm	hono	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-w332-q679-j88p
61	medium	npm	hono	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-9r54-q6cx-xmh5
62	medium	npm	agents	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-r7x9-8ph7-w8cg
65	medium	npm	markdown-it	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-38c4-r59v-3vqw
66	medium	npm	agents	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-cvhv-6xm6-c3v4
67	medium	npm	agents	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-w5cr-2qhr-jqc5
75	medium	npm	hono	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-p6xx-57qc-3wxr
76	medium	npm	hono	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-5pq2-9x2x-5p6w
77	medium	npm	hono	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-v8w9-8mx6-g223
78	medium	npm	undici	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-2mjp-6q6p-2qxm
80	medium	npm	undici	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-4992-7rv2-5pvq
83	medium	npm	yaml	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-48c2-rrv3-qjmp
86	medium	npm	picomatch	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-3v7f-55p6-f55p
87	medium	npm	picomatch	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-3v7f-55p6-f55p
88	medium	npm	brace-expansion	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-f886-m6hf-6m8v
90	medium	npm	path-to-regexp	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-27v5-c462-wpq7
91	medium	npm	lodash	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-f23m-r3pf-42rh
95	medium	npm	vite	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-4w7w-66w2-5vf9
96	medium	npm	hono	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-wmmm-f939-6g9c
97	medium	npm	hono	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-xf4j-xp2r-rqqx
98	medium	npm	hono	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-26pp-8wgv-hjvm
99	medium	npm	hono	mcp-servers/GitMCP/pnpm-lock.yaml	GHSA-xpcf-pg52-r92g
157	high	pip	Twisted	mcp-servers/postgres-mcp/ingest/uv.lock	GHSA-grgv-6hw6-v9g4
160	high	pip	langchain-core	mcp-servers/postgres-mcp/ingest/uv.lock	GHSA-pjwx-r37v-7724
167	high	pip	urllib3	mcp-servers/postgres-mcp/ingest/uv.lock	GHSA-qccp-gfcp-xxvc
168	high	pip	urllib3	mcp-servers/postgres-mcp/ingest/uv.lock	GHSA-mf9v-mfxr-j63j
170	high	pip	langsmith	mcp-servers/postgres-mcp/ingest/uv.lock	GHSA-3644-q5cj-c5c7
180	high	pip	scrapy	mcp-servers/postgres-mcp/ingest/uv.lock	GHSA-h7wm-ph43-c39p
220	high	pip	cryptography	mcp-servers/postgres-mcp/ingest/uv.lock	GHSA-537c-gmf6-5ccf
224	high	pip	langsmith	mcp-servers/postgres-mcp/ingest/uv.lock	GHSA-f4xh-w4cj-qxq8
231	high	pip	soupsieve	mcp-servers/postgres-mcp/ingest/uv.lock	GHSA-836r-79rf-4m37
232	high	pip	soupsieve	mcp-servers/postgres-mcp/ingest/uv.lock	GHSA-2wc2-fm75-p42x
238	high	pip	pyasn1	mcp-servers/postgres-mcp/ingest/uv.lock	GHSA-hm4w-wwcw-mr6r
239	high	pip	pyasn1	mcp-servers/postgres-mcp/ingest/uv.lock	GHSA-8ppf-4f7h-5ppj
260	high	pip	pyasn1	mcp-servers/postgres-mcp/ingest/uv.lock	GHSA-m4p7-r5rc-7g4j
264	high	pip	cryptography	mcp-servers/postgres-mcp/ingest/uv.lock	GHSA-g6cj-pr64-35w5
177	medium	pip	idna	mcp-servers/postgres-mcp/ingest/uv.lock	GHSA-65pc-fj4g-8rjx
240	high	go	google.golang.org/grpc	pkg/api/go.mod	GHSA-hrxh-6v49-42gf
226	medium	go	golang.org/x/net	pkg/api/go.mod	GHSA-5cv4-jp36-h3mw
101	high	npm	@modelcontextprotocol/sdk	plugins/mcp-server/package-lock.json	GHSA-w48q-cv73-mx4w
188	medium	go	github.com/quic-go/quic-go	plugins/packages/transport/go/go.mod	GHSA-vvgj-x9jq-8cj9
113	critical	npm	handlebars	sdk/web/package-lock.json	GHSA-2w6w-674q-4c4q
104	high	npm	minimatch	sdk/web/package-lock.json	GHSA-3ppc-4f35-3m26
105	high	npm	minimatch	sdk/web/package-lock.json	GHSA-23c5-xmqv-rm74
106	high	npm	minimatch	sdk/web/package-lock.json	GHSA-7r86-cg39-jmmj
107	high	npm	flatted	sdk/web/package-lock.json	GHSA-rf6f-7fwh-wjgh
108	high	npm	picomatch	sdk/web/package-lock.json	GHSA-c2c7-rcm5-vvqj
114	high	npm	handlebars	sdk/web/package-lock.json	GHSA-3mfm-83xf-c92r
115	high	npm	handlebars	sdk/web/package-lock.json	GHSA-9cx6-37pm-9jff
116	high	npm	handlebars	sdk/web/package-lock.json	GHSA-xhpv-hc6g-r9c6
117	high	npm	handlebars	sdk/web/package-lock.json	GHSA-xjpj-3mr7-gcpf
244	high	npm	js-yaml	sdk/web/package-lock.json	GHSA-52cp-r559-cp3m
245	high	npm	js-yaml	sdk/web/package-lock.json	GHSA-52cp-r559-cp3m
250	high	npm	brace-expansion	sdk/web/package-lock.json	GHSA-3jxr-9vmj-r5cp
258	high	npm	brace-expansion	sdk/web/package-lock.json	GHSA-3jxr-9vmj-r5cp
262	high	npm	brace-expansion	sdk/web/package-lock.json	GHSA-mh99-v99m-4gvg
118	low	npm	handlebars	sdk/web/package-lock.json	GHSA-442j-39wm-28r2
222	low	npm	@babel/core	sdk/web/package-lock.json	GHSA-4x5r-pxfx-6jf8
103	medium	npm	esbuild	sdk/web/package-lock.json	GHSA-67mh-4wv8-2f99
109	medium	npm	picomatch	sdk/web/package-lock.json	GHSA-3v7f-55p6-f55p
110	medium	npm	handlebars	sdk/web/package-lock.json	GHSA-2qvq-rjwj-gvw9
111	medium	npm	brace-expansion	sdk/web/package-lock.json	GHSA-f886-m6hf-6m8v
112	medium	npm	brace-expansion	sdk/web/package-lock.json	GHSA-f886-m6hf-6m8v
119	medium	npm	handlebars	sdk/web/package-lock.json	GHSA-7rx3-28cr-v5wh
229	medium	npm	js-yaml	sdk/web/package-lock.json	GHSA-h67p-54hq-rp68
230	medium	npm	js-yaml	sdk/web/package-lock.json	GHSA-h67p-54hq-rp68
1	high	npm	svgo	Website/package-lock.json	GHSA-xpqw-6gx7-v673
237	high	npm	svgo	Website/package-lock.json	GHSA-2p49-hgcm-8545
251	high	npm	postcss	Website/package-lock.json	GHSA-6g55-p6wh-862q
252	high	npm	postcss	Website/package-lock.json	GHSA-r28c-9q8g-f849
3	high	npm	picomatch	Website/package-lock.json	GHSA-c2c7-rcm5-vvqj
165	medium	npm	postcss	Website/package-lock.json	GHSA-qx2v-qp2m-jg93
2	medium	npm	yaml	Website/package-lock.json	GHSA-48c2-rrv3-qjmp
4	medium	npm	picomatch	Website/package-lock.json	GHSA-3v7f-55p6-f55p
